tick,world_gdp,mean_stability,wars,collapsed,price_energy,price_food,price_chips,mean_inflation,mean_debt_gdp,defaults,mean_unemployment,global_co2,war_casualties_m
0,117.1583,51.87,0,0,1.0,1.0,1.0,0.02016,68.7,0,6.34,110.1,0
1,116.4701,51.99,0,0,1.0,1.1769,1.0,0.02733,66.7,1,6.03,220.2,0
2,116.3739,51.94,0,0,1.0,1.2287,1.0,0.03443,67.3,1,5.99,330.3,0
3,116.2774,51.93,0,0,1.0,1.2291,1.0,0.03402,67.8,1,5.95,440.4,0
4,116.1814,51.97,0,0,1.0,1.2295,1.0,0.03214,68.4,1,5.88,550.5,0
5,116.275,52.06,0,0,1.0,1.2299,1.0,0.03055,68.9,1,5.78,660.6,0
6,116.3688,52.17,0,0,1.0,1.2303,1.0,0.02921,69.4,1,5.68,770.7,0
7,116.6488,52.27,0,0,1.0,1.2307,1.0,0.02808,69.9,1,5.58,880.7,0
8,116.9261,52.38,0,0,1.0,1.2311,1.0,0.02711,70.5,1,5.48,990.8,0
9,117.2013,52.48,0,0,1.0,1.2315,1.0,0.0263,71.0,1,5.39,1100.9,0
10,117.4749,52.56,0,0,1.0,1.2319,1.0,0.02561,71.5,1,5.3,1211.0,0
11,117.7348,52.46,0,0,1.0347,1.2937,1.0369,0.03135,72.0,1,5.35,1321.1,0
12,117.9718,52.08,0,0,1.0792,1.3643,1.1053,0.0434,72.5,1,5.66,1431.2,0
13,118.1984,51.65,0,0,1.1006,1.3989,1.0834,0.04877,73.1,1,6.01,1541.3,0
14,118.4163,51.25,0,0,1.1382,1.4555,1.1043,0.05168,73.7,1,6.33,1651.4,0
15,118.0302,50.92,0,0,1.1246,1.4442,1.0894,0.05151,72.6,2,6.56,1761.5,0
16,118.2648,50.95,0,0,1.1022,1.4186,1.0744,0.04185,73.0,2,6.55,1871.6,0
17,118.5086,51.13,0,0,1.1277,1.3672,1.0934,0.036,73.5,2,6.41,1981.7,0
18,118.7523,51.37,0,0,1.1167,1.3212,1.0904,0.03243,74.0,2,6.23,2091.8,0
19,119.0062,51.67,0,0,1.1306,1.3339,1.08,0.02815,74.4,2,6.0,2201.9,0
20,119.254,51.86,0,0,1.1532,1.3539,1.0824,0.02978,74.9,2,5.86,2312.0,0
21,119.5,52.11,0,0,1.1061,1.2791,1.0709,0.02601,75.3,2,5.67,2421.8,0
22,119.7537,52.37,0,0,1.2841,1.255,1.0273,0.02255,75.8,2,5.46,2528.8,0.0013
23,120.0251,52.74,0,0,1.0865,1.2223,1.0197,0.01672,76.2,2,5.18,2630.2,0.0013
24,120.2983,53.2,0,0,1.076,1.2039,1.0385,0.00964,76.7,2,4.81,2728.8,0.0013
25,120.5692,53.59,0,0,1.0371,1.1933,1.0187,0.00869,77.1,2,4.51,2819.9,0.0013
26,120.828,53.76,1,0,1.1829,1.1786,1.0331,0.01344,77.6,2,4.4,2909.1,0.0021
27,121.0658,53.71,1,0,1.1958,1.1692,1.0317,0.02056,78.0,2,4.47,2993.5,0.0034
28,120.6833,53.61,2,0,1.1996,1.1806,1.0233,0.02168,77.4,3,4.56,3074.2,0.0053
29,120.9029,53.49,3,0,1.15,1.1878,1.0847,0.02384,77.9,3,4.69,3153.1,0.0078
30,121.0901,53.26,6,0,1.15,1.2119,1.1022,0.02777,78.4,3,4.91,3228.5,0.0146
31,121.267,53.09,3,0,1.15,1.1476,1.1013,0.02641,78.8,3,5.03,3302.7,0.0252
32,121.4543,53.03,1,0,1.15,1.1458,1.0946,0.02337,79.3,3,5.01,3375.8,0.0332
33,121.6441,53.02,7,0,1.15,1.095,1.0943,0.02155,79.8,3,5.05,3448.6,0.0415
34,121.8422,53.13,4,0,1.15,1.0761,1.0499,0.01632,80.2,3,4.92,3521.1,0.0528
35,122.0432,53.24,10,0,1.15,1.0813,1.0501,0.01396,80.7,3,4.86,3592.9,0.0633
36,122.2322,53.22,4,0,1.15,1.0799,1.0459,0.01523,81.2,3,4.8,3664.1,0.0822
37,122.4173,53.18,4,0,1.15,1.0764,1.0381,0.01539,81.7,3,4.74,3735.3,0.0993
