tick,world_gdp,mean_stability,wars,collapsed,price_energy,price_food,price_chips,mean_inflation,mean_debt_gdp,defaults,mean_unemployment,global_co2
0,116.5612,51.81,0,0,1.0,1.0,1.0,0.02085,64.7,1,6.35,110.1
1,116.4696,51.89,0,0,1.0,1.1771,1.0,0.0294,65.3,1,6.12,220.2
2,116.3731,51.72,0,0,1.0,1.2291,1.0,0.03922,66.0,1,6.17,330.3
3,116.2773,51.62,0,0,1.0,1.2297,1.0,0.03853,66.6,1,6.2,440.4
4,116.1832,51.63,0,0,1.0,1.2303,1.0,0.0358,67.2,1,6.17,550.5
5,116.2798,51.7,0,0,1.0,1.231,1.0,0.03348,67.9,1,6.09,660.6
6,114.4958,50.16,0,0,1.1619,1.431,1.389,0.09311,67.5,4,7.28,770.7
7,111.0746,47.13,0,0,1.2289,1.5297,1.5303,0.16727,66.4,10,9.65,880.7
8,107.2138,44.03,0,0,1.3547,1.6982,1.5851,0.18708,65.3,17,11.88,990.8
9,106.5815,41.77,0,0,1.3267,1.6783,1.5805,0.17787,66.1,18,13.49,1100.9
10,103.9895,40.09,0,0,1.3328,1.6876,1.6026,0.15677,65.9,23,14.26,1211.0
11,102.0114,38.54,0,1,1.3615,1.7107,1.6483,0.14873,65.9,27,14.78,1321.1
12,100.0569,37.25,0,1,1.4286,1.7923,1.6498,0.15008,65.9,31,15.21,1429.3
13,98.6278,36.37,0,1,1.4204,1.784,1.6741,0.14562,65.0,34,15.46,1537.5
14,96.3923,36.08,0,1,1.4088,1.7624,1.6263,0.12777,64.7,39,15.22,1645.7
15,95.5608,36.35,0,1,1.4591,1.8138,1.6419,0.11457,65.1,41,14.8,1753.8
16,95.632,36.96,0,3,1.4383,1.8054,1.613,0.10326,66.1,41,14.26,1862.0
17,95.7392,38.16,0,2,1.4525,1.7141,1.5759,0.08461,67.0,41,13.43,1972.1
18,95.8846,39.47,0,2,1.4441,1.6992,1.5748,0.06764,67.8,41,12.43,2082.2
19,95.6446,40.82,0,2,1.4468,1.6327,1.5594,0.05413,68.0,42,11.4,2192.3
20,95.8139,42.15,0,2,1.4481,1.6312,1.5557,0.04622,68.6,42,10.48,2302.4
21,95.9925,43.35,0,2,1.4074,1.6466,1.567,0.04247,69.3,42,9.69,2407.2
22,96.1788,44.8,0,0,1.3847,1.5705,1.5611,0.03424,69.9,42,8.92,2508.8
23,96.3868,45.94,0,0,1.3495,1.5932,1.5712,0.02524,70.5,42,8.15,2608.6
24,96.7174,49.03,0,0,1.0583,1.3259,1.1098,-0.03352,71.1,42,6.99,2706.9
25,97.0872,51.53,0,0,1.035,1.3252,1.1074,-0.03996,71.7,42,6.11,2803.1
26,97.0095,53.27,0,0,1.0281,1.3208,1.0929,-0.03531,71.4,43,5.45,2893.9
27,97.3665,54.58,0,0,1.0262,1.2949,1.0685,-0.03405,72.0,43,4.96,2982.4
28,97.7134,55.46,0,0,1.0282,1.2973,1.0759,-0.02978,72.6,43,4.58,3069.8
29,98.0415,55.91,0,0,1.0302,1.3013,1.0766,-0.02056,73.2,43,4.29,3153.8
30,98.36,56.17,0,0,1.0156,1.2799,1.0694,-0.01647,73.9,43,4.07,3237.2
31,98.6768,56.4,0,0,1.0175,1.2397,1.0388,-0.01793,74.5,43,3.9,3318.1
32,99.0049,56.71,0,0,1.0195,1.1601,1.0473,-0.02348,75.1,43,3.76,3397.3
33,99.3366,56.97,0,0,1.0212,1.1584,1.0399,-0.0243,75.7,43,3.66,3476.1
34,99.6614,57.2,0,0,1.0,1.0998,1.0322,-0.02326,76.3,43,3.57,3554.9
35,99.9766,57.36,0,0,1.0,1.0924,1.0322,-0.02183,77.0,43,3.5,3631.5
36,100.2803,57.34,0,0,1.0,1.0863,1.0324,-0.01621,77.6,43,3.45,3706.1
37,100.2073,57.19,0,0,1.0,1.0773,1.0211,-0.01142,77.7,44,3.41,3779.3
38,99.9304,56.97,0,0,1.0,1.0727,1.0302,-0.0068,77.7,45,3.38,3851.9
